crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2023-11-18,18:15,MANHATTAN,10899,40.901063,-74.050862,POINT (-74.050862 40.901063),,,,0,2,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4002770,TAXI,Van,Motorcycle,,
2023-04-23,13:45,BROOKLYN,10117,40.79329,-74.189008,POINT (-74.189008 40.79329),BROADWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,Unsafe Speed,,,4000855,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-01-21,01:00,QUEENS,11025,40.817085,-74.140518,POINT (-74.140518 40.817085),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Speed,,,,4000078,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-06-20,14:00,STATEN ISLAND,11529,40.613215,-73.873471,POINT (-73.873471 40.613215),JEROME AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4002247,Sedan,Sedan,,,
2023-03-02,07:15,STATEN ISLAND,,40.571359,-74.065644,POINT (-74.065644 40.571359),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,,Failure to Yield Right-of-Way,,,,4004663,Bike,,,,
2023-03-24,06:30,BRONX,10789,40.703692,-74.004669,POINT (-74.004669 40.703692),QUEENS BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4004439,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-25,00:30,BROOKLYN,10710,40.70353,-74.024198,POINT (-74.024198 40.70353),LINDEN BOULEVARD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4003757,Van,Sedan,,,
2023-09-24,13:15,BRONX,10208,40.825035,-74.15474,POINT (-74.15474 40.825035),BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4003038,Pick-up Truck,TAXI,,,
2023-12-10,11:15,BROOKLYN,10278,40.772745,-74.120346,POINT (-74.120346 40.772745),HYLAN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4002279,Station Wagon/Sport Utility Vehicle,,,,
2023-06-27,19:00,QUEENS,11502,40.875096,-73.996667,POINT (-73.996667 40.875096),FLATBUSH AVENUE,QUEENS BOULEVARD,,3,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4002707,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Van,,
2023-08-29,02:00,BROOKLYN,10162,40.769853,-73.716223,POINT (-73.716223 40.769853),BOSTON ROAD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4004245,,Van,,,
2023-10-29,17:30,STATEN ISLAND,11488,40.678393,-73.804385,POINT (-73.804385 40.678393),NORTHERN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,,,,,,4004041,Van,,,,
2023-09-21,01:15,MANHATTAN,10883,40.709252,-74.052376,POINT (-74.052376 40.709252),ATLANTIC AVENUE,ATLANTIC AVENUE,,2,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4004072,Sedan,Motorcycle,,,
2023-05-18,23:00,BRONX,11618,40.881639,-73.846334,POINT (-73.846334 40.881639),LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,Traffic Control Disregarded,,,4002176,Bike,Sedan,,,
2023-04-19,22:45,BRONX,10996,40.638063,-74.075493,POINT (-74.075493 40.638063),LINDEN BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,,Driver Inattention/Distraction,,,,4000424,Sedan,TAXI,,,
2023-07-26,15:15,QUEENS,11218,40.811345,-73.7176,POINT (-73.7176 40.811345),BELT PARKWAY,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,4000392,TAXI,Sedan,,,
2023-11-12,21:30,QUEENS,11384,40.778787,-73.724201,POINT (-73.724201 40.778787),,,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4004823,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-09-11,17:15,,,,,,CANAL STREET,,,4,0,1,0,1,0,0,0,Passing or Lane Usage Improper,,,,,4003740,Van,Pick-up Truck,,,
2023-03-13,08:30,MANHATTAN,10348,40.601952,-73.963393,POINT (-73.963393 40.601952),LINDEN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4000104,Box Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
2023-08-06,17:15,QUEENS,,40.848665,-73.955771,POINT (-73.955771 40.848665),QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4002672,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-06-13,00:30,MANHATTAN,11381,40.894483,-74.119737,POINT (-74.119737 40.894483),,FLATBUSH AVENUE,,2,0,1,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,,,,4003105,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-09-29,17:15,BROOKLYN,11494,40.882337,-74.169611,POINT (-74.169611 40.882337),HYLAN BOULEVARD,QUEENS BOULEVARD,,4,0,0,0,0,0,0,0,,Passing or Lane Usage Improper,,,,4002680,Sedan,Sedan,,,
2023-03-18,13:30,QUEENS,11316,40.546936,-74.175346,POINT (-74.175346 40.546936),JEROME AVENUE,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4004785,Motorcycle,E-Bike,Station Wagon/Sport Utility Vehicle,,
2023-12-13,11:45,MANHATTAN,10391,40.626437,-73.88625,POINT (-73.88625 40.626437),JEROME AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4002932,Sedan,TAXI,,,
2023-01-30,06:45,BROOKLYN,10371,40.76214,-73.880038,POINT (-73.880038 40.76214),LINDEN BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4001948,Pick-up Truck,Pick-up Truck,,,
2023-09-04,22:30,BRONX,,40.674992,-73.829826,POINT (-73.829826 40.674992),LINDEN BOULEVARD,,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,Turning Improperly,,,4001459,E-Bike,Sedan,E-Bike,,
2023-12-21,19:30,BROOKLYN,11171,40.749842,-73.907592,POINT (-73.907592 40.749842),BELT PARKWAY,,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4003403,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-25,11:30,BRONX,11389,40.758877,-73.736335,POINT (-73.736335 40.758877),QUEENS BOULEVARD,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4003958,Van,Pick-up Truck,,,
2023-03-07,02:30,QUEENS,,40.598127,-73.914398,POINT (-73.914398 40.598127),BROADWAY,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,,Unspecified,,,,4002820,Van,Bus,,,
2023-02-26,11:00,,,,,,ATLANTIC AVENUE,BOSTON ROAD,,1,0,0,0,0,0,0,0,,Driver Inattention/Distraction,,,,4001117,Sedan,Sedan,,,
2023-01-19,12:30,BRONX,11288,40.717927,-73.979904,POINT (-73.979904 40.717927),BROADWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4001587,Sedan,Sedan,,,
2023-02-23,04:15,QUEENS,11394,40.539845,-73.885707,POINT (-73.885707 40.539845),BOSTON ROAD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unknown,,,,4003821,Sedan,,,,
2023-11-01,16:45,STATEN ISLAND,10521,40.891451,-73.800209,POINT (-73.800209 40.891451),BROADWAY,GRAND CONCOURSE,,2,0,0,0,0,0,0,0,Backing Unsafely,,,,,4001731,Van,Station Wagon/Sport Utility Vehicle,,,
2023-09-27,06:30,QUEENS,11097,40.862753,-73.800839,POINT (-73.800839 40.862753),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4004862,Sedan,,,,
2023-02-04,01:15,BRONX,10127,40.778962,-74.027698,POINT (-74.027698 40.778962),BELT PARKWAY,QUEENS BOULEVARD,,2,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,4003875,Van,Pick-up Truck,,,
2023-03-30,09:00,BRONX,10641,40.875077,-74.176132,POINT (-74.176132 40.875077),,,,3,0,2,0,1,0,0,0,Traffic Control Disregarded,Unknown,,,,4004966,TAXI,Box Truck,Sedan,,
2023-11-09,17:00,MANHATTAN,11661,40.669295,-74.120885,POINT (-74.120885 40.669295),QUEENS BOULEVARD,ATLANTIC AVENUE,,1,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4001791,,Bike,,,
2023-08-20,14:15,STATEN ISLAND,10336,40.850192,-73.753299,POINT (-73.753299 40.850192),LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,Turning Improperly,,,4002355,,TAXI,,,
2023-05-08,16:30,STATEN ISLAND,10174,40.771538,-73.976922,POINT (-73.976922 40.771538),CANAL STREET,,,3,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,4001940,Pick-up Truck,TAXI,,,
2023-10-09,12:45,QUEENS,10192,40.72869,-74.169363,POINT (-74.169363 40.72869),,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4000702,Bike,Sedan,,,
2023-02-11,08:30,BROOKLYN,10366,40.791,-73.856375,POINT (-73.856375 40.791),HYLAN BOULEVARD,,,1,0,0,0,0,0,0,0,Pavement Slippery,,,,,4002442,Motorcycle,,Box Truck,,
2023-07-28,21:30,QUEENS,10356,40.818231,-74.214738,POINT (-74.214738 40.818231),FLATBUSH AVENUE,FLATBUSH AVENUE,,1,0,0,0,1,0,1,0,Unknown,Driver Inattention/Distraction,,,,4002937,Sedan,Box Truck,,,
2023-01-20,13:45,BRONX,10233,40.814222,-74.158592,POINT (-74.158592 40.814222),GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Turning Improperly,Backing Unsafely,,,,4000496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-03-24,13:15,MANHATTAN,10413,40.606048,-74.009367,POINT (-74.009367 40.606048),,BELT PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4000464,Sedan,Sedan,,,
2023-02-15,05:00,,,,,,CANAL STREET,HYLAN BOULEVARD,,2,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Backing Unsafely,,,4002801,Sedan,Pick-up Truck,,,
2023-01-05,08:45,QUEENS,10065,40.826159,-74.056084,POINT (-74.056084 40.826159),QUEENS BOULEVARD,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4004423,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2023-11-17,19:30,BRONX,,40.564555,-74.072553,POINT (-74.072553 40.564555),ATLANTIC AVENUE,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unspecified,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,4000172,Sedan,Sedan,,,
2023-03-01,17:45,STATEN ISLAND,,40.566127,-74.246405,POINT (-74.246405 40.566127),BELT PARKWAY,BELT PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4003816,Station Wagon/Sport Utility Vehicle,,,,
2023-07-01,03:30,BROOKLYN,10743,40.911044,-74.045962,POINT (-74.045962 40.911044),BOSTON ROAD,QUEENS BOULEVARD,,1,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,4004894,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-04-23,03:45,BRONX,,40.765117,-74.195002,POINT (-74.195002 40.765117),QUEENS BOULEVARD,JEROME AVENUE,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4002540,Pick-up Truck,,,,
2023-08-15,04:15,MANHATTAN,,40.767846,-73.908465,POINT (-73.908465 40.767846),JEROME AVENUE,,,3,1,2,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4003408,TAXI,Pick-up Truck,,,
2023-03-26,05:00,MANHATTAN,10003,,,,FLATBUSH AVENUE,NORTHERN BOULEVARD,,2,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4004650,Sedan,Pick-up Truck,,,
2023-11-11,18:45,STATEN ISLAND,10711,40.854257,-74.196898,POINT (-74.196898 40.854257),GRAND CONCOURSE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4002260,Pick-up Truck,Pick-up Truck,,,
2023-08-20,10:45,BROOKLYN,11296,40.5444,-74.042642,POINT (-74.042642 40.5444),LINDEN BOULEVARD,ATLANTIC AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,Failure to Yield Right-of-Way,,,4002112,Sedan,Sedan,,,
2023-09-28,06:45,QUEENS,11488,,,,ATLANTIC AVENUE,,,1,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,4000900,Sedan,E-Bike,,,
2023-07-19,13:00,STATEN ISLAND,10796,40.838186,-74.102452,POINT (-74.102452 40.838186),HYLAN BOULEVARD,,,3,0,2,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,Driver Inattention/Distraction,,,4001446,Pick-up Truck,,,,
2023-03-07,17:45,MANHATTAN,10547,,,,JEROME AVENUE,HYLAN BOULEVARD,,1,0,0,0,0,0,0,0,Unspecified,Following Too Closely,,,,4003729,TAXI,Sedan,,,
2023-08-03,10:00,BRONX,11341,40.550869,-73.93125,POINT (-73.93125 40.550869),LINDEN BOULEVARD,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,4002697,,Station Wagon/Sport Utility Vehicle,,,
2023-08-27,12:45,BROOKLYN,,,,,ATLANTIC AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4003279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-11-25,00:15,BROOKLYN,11294,40.900224,-74.162771,POINT (-74.162771 40.900224),GRAND CONCOURSE,,,1,0,0,0,0,0,0,0,Pavement Slippery,,,,,4000741,TAXI,Bike,,,
2023-01-26,05:00,QUEENS,10290,40.763021,-73.926816,POINT (-73.926816 40.763021),BROADWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,Unknown,,,4002293,Motorcycle,,,,
2023-08-14,05:30,BROOKLYN,10341,,,,ATLANTIC AVENUE,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4002452,TAXI,,TAXI,,
2023-04-27,00:30,MANHATTAN,11446,40.520678,-73.727853,POINT (-73.727853 40.520678),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4002964,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-01-08,12:30,,,,,,ATLANTIC AVENUE,BROADWAY,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4004625,Sedan,Sedan,,,
2023-11-28,20:00,BROOKLYN,11691,40.788603,-74.170589,POINT (-74.170589 40.788603),QUEENS BOULEVARD,BROADWAY,,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,Unknown,,,,4001206,Bus,Unknown,,,
2023-07-03,00:15,MANHATTAN,11290,,,,BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4000509,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-02-11,04:45,BROOKLYN,10835,,,,,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unspecified,Turning Improperly,,,,4004240,E-Bike,Sedan,,,
2023-04-18,17:00,BROOKLYN,10261,40.590178,-73.836099,POINT (-73.836099 40.590178),GRAND CONCOURSE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4002732,Unknown,,,,
2023-01-19,16:00,QUEENS,11542,40.865442,-73.714635,POINT (-73.714635 40.865442),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4002925,Box Truck,TAXI,,,
2023-05-02,00:00,STATEN ISLAND,10218,40.821234,-73.83145,POINT (-73.83145 40.821234),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4003460,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-04-14,02:00,STATEN ISLAND,10620,40.695565,-74.173157,POINT (-74.173157 40.695565),JEROME AVENUE,BROADWAY,,2,0,0,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,4001549,Motorcycle,Box Truck,,,
2023-03-26,12:00,BROOKLYN,11127,40.816955,-74.029211,POINT (-74.029211 40.816955),ATLANTIC AVENUE,,,1,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,,,,4003413,Pick-up Truck,,,,
2023-12-30,08:00,BROOKLYN,,40.606949,-74.100871,POINT (-74.100871 40.606949),,,,0,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,4002202,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-08,07:00,BROOKLYN,10090,40.893536,-73.864087,POINT (-73.864087 40.893536),ATLANTIC AVENUE,HYLAN BOULEVARD,,1,0,1,0,1,0,0,0,Following Too Closely,Turning Improperly,,,,4002566,Sedan,Sedan,,,
2023-01-23,04:45,MANHATTAN,10727,40.768701,-74.03074,POINT (-74.03074 40.768701),,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4003158,Box Truck,,,,
2023-04-03,21:00,QUEENS,10348,40.599482,-73.888814,POINT (-73.888814 40.599482),LINDEN BOULEVARD,LINDEN BOULEVARD,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4002044,Van,Pick-up Truck,,,
2023-11-22,05:30,MANHATTAN,11678,40.816075,-74.223548,POINT (-74.223548 40.816075),LINDEN BOULEVARD,,PARKING LOT,4,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4000767,Sedan,Bike,,,
2023-02-08,23:15,MANHATTAN,10425,40.614733,-74.042445,POINT (-74.042445 40.614733),LINDEN BOULEVARD,BOSTON ROAD,PARKING LOT,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4004971,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-02-15,02:00,MANHATTAN,10266,,,,BROADWAY,,,3,0,0,0,0,0,1,0,Unspecified,Unspecified,Pavement Slippery,,,4003901,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-02-19,00:15,BROOKLYN,11019,40.531499,-74.166179,POINT (-74.166179 40.531499),BOSTON ROAD,ATLANTIC AVENUE,,1,0,1,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4000421,Sedan,Sedan,,,
2023-02-12,20:15,QUEENS,10824,40.799304,-73.828089,POINT (-73.828089 40.799304),HYLAN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,,,,4000123,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-02-28,21:45,MANHATTAN,,40.590225,-73.767204,POINT (-73.767204 40.590225),,CANAL STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,4004248,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-10-12,17:15,STATEN ISLAND,,40.640445,-73.805772,POINT (-73.805772 40.640445),BROADWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4004200,Station Wagon/Sport Utility Vehicle,Bus,,,
2023-07-11,19:30,BROOKLYN,11473,40.859497,-73.818749,POINT (-73.818749 40.859497),BELT PARKWAY,BROADWAY,,2,0,0,0,1,0,0,0,Traffic Control Disregarded,Pavement Slippery,,,,4000819,Sedan,Pick-up Truck,,,
2023-09-03,03:00,BRONX,11255,40.891261,-74.132557,POINT (-74.132557 40.891261),FLATBUSH AVENUE,CANAL STREET,,1,0,0,0,0,0,0,0,Following Too Closely,Traffic Control Disregarded,,,,4001403,Bike,Station Wagon/Sport Utility Vehicle,,,
2023-07-29,22:00,BROOKLYN,11129,40.785843,-73.865686,POINT (-73.865686 40.785843),GRAND CONCOURSE,GRAND CONCOURSE,,1,0,0,0,0,0,0,0,Backing Unsafely,Failure to Yield Right-of-Way,,,,4001382,Station Wagon/Sport Utility Vehicle,Bus,,,
2023-02-11,20:30,STATEN ISLAND,10097,40.59771,-73.974542,POINT (-73.974542 40.59771),ATLANTIC AVENUE,,,2,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4002148,Sedan,,,,
2023-07-25,10:00,BROOKLYN,10085,40.750546,-74.049868,POINT (-74.049868 40.750546),GRAND CONCOURSE,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4001575,Bike,Box Truck,,,
2023-12-26,07:15,,,,,,BOSTON ROAD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,4001638,Sedan,Sedan,,,
2023-10-05,04:45,,,,,,,BOSTON ROAD,,4,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4001795,Sedan,,,,
2023-03-31,18:00,STATEN ISLAND,10354,40.60925,-73.706556,POINT (-73.706556 40.60925),QUEENS BOULEVARD,,,1,0,0,0,0,0,0,0,Unsafe Speed,,,,,4004913,Sedan,Pick-up Truck,,,
2023-06-25,13:00,BROOKLYN,,40.505733,-73.873559,POINT (-73.873559 40.505733),QUEENS BOULEVARD,BELT PARKWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,4000399,Sedan,TAXI,,,
2023-08-04,11:30,,,,,,,JEROME AVENUE,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4002310,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-29,15:15,BRONX,11612,40.529265,-74.061212,POINT (-74.061212 40.529265),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,4000882,TAXI,Pick-up Truck,,,
2023-08-22,01:15,MANHATTAN,10925,40.867829,-73.817194,POINT (-73.817194 40.867829),QUEENS BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,4000227,Pick-up Truck,Sedan,,,
2023-07-03,14:15,BROOKLYN,10251,40.765713,-73.868121,POINT (-73.868121 40.765713),BOSTON ROAD,,PARKING LOT,0,0,0,0,0,0,0,0,Unknown,,,,,4003026,Van,,Motorcycle,,
2023-04-17,12:15,BRONX,11645,40.805247,-73.828726,POINT (-73.828726 40.805247),LINDEN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,,Failure to Yield Right-of-Way,,,,4001352,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Unknown,,
2023-05-24,01:45,BROOKLYN,10204,40.818171,-73.749381,POINT (-73.749381 40.818171),BROADWAY,QUEENS BOULEVARD,PARKING LOT,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4004095,Sedan,Sedan,,,
2023-12-17,14:30,BRONX,11086,40.768314,-74.119454,POINT (-74.119454 40.768314),BELT PARKWAY,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4004643,TAXI,Sedan,,,
2023-09-18,02:00,BROOKLYN,10269,40.544447,-74.22127,POINT (-74.22127 40.544447),GRAND CONCOURSE,HYLAN BOULEVARD,,4,0,1,0,0,0,0,0,Following Too Closely,,,,,4002130,Bus,Sedan,,,
2023-10-31,11:00,BRONX,11103,40.702995,-74.118609,POINT (-74.118609 40.702995),ATLANTIC AVENUE,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,,,,4000982,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-05-05,18:30,BROOKLYN,11612,40.53714,-74.172678,POINT (-74.172678 40.53714),ATLANTIC AVENUE,BELT PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Driver Inattention/Distraction,,,4000456,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-07-14,16:30,STATEN ISLAND,10140,40.636906,-73.942895,POINT (-73.942895 40.636906),ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4003683,Sedan,Sedan,,,
2023-05-21,21:00,STATEN ISLAND,,,,,,LINDEN BOULEVARD,,2,0,0,0,0,0,0,0,Unspecified,,,,,4001079,Bus,Station Wagon/Sport Utility Vehicle,,,
2023-01-24,01:45,BROOKLYN,11165,,,,NORTHERN BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Turning Improperly,,,,4001950,Sedan,Sedan,,,
2023-08-08,23:15,QUEENS,11441,40.683701,-74.07476,POINT (-74.07476 40.683701),GRAND CONCOURSE,,,2,0,1,0,0,0,0,0,Pavement Slippery,Turning Improperly,,,,4004404,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-12-12,11:30,STATEN ISLAND,10470,,,,NORTHERN BOULEVARD,BELT PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4000689,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2023-02-09,10:45,STATEN ISLAND,11610,40.704944,-73.932989,POINT (-73.932989 40.704944),QUEENS BOULEVARD,,,1,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4002429,Sedan,TAXI,,,
2023-09-24,11:45,BRONX,11326,40.805019,-73.761164,POINT (-73.761164 40.805019),BOSTON ROAD,NORTHERN BOULEVARD,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4000641,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2023-08-19,19:00,BROOKLYN,10134,40.710246,-73.884843,POINT (-73.884843 40.710246),QUEENS BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4002392,Motorcycle,,,,
2023-09-08,19:00,QUEENS,11574,40.765957,-73.837304,POINT (-73.837304 40.765957),CANAL STREET,BROADWAY,,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,,,,4001953,Station Wagon/Sport Utility Vehicle,Sedan,,,
